reactant_smiles,reactant_iupac,product_smiles,product_iupac,reagent_smiles,solvent_smiles,catalyst_smiles
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.Cc1cc(cc(c1C=O)O)O,"5-methylpyridin-2-amine|isocyanocyclohexane|2,4-dihydroxy-6-methylbenzaldehyde",Cc1ccc2nc(c3c(C)cc(cc3O)O)c(NC3CCCCC3)n2c1,"4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-5-methylbenzene-1,3-diol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1cccc2cc[nH]c12)=O,5-methylpyridin-2-amine|isocyanocyclohexane|1H-indole-7-carbaldehyde,Cc1ccc2nc(c3cccc4cc[nH]c34)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(1H-indol-7-yl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cccc(C#N)c1)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,3-formylbenzonitrile|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3cccc(C#N)c3)c(NC3CCCCC3)n2c1,"3-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]benzonitrile",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cccc2c1cc[nH]2)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,1H-indole-4-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3cccc4c3cc[nH]4)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(1H-indol-4-yl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc2c(c1)cn[nH]2)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,1H-indazole-5-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc4c(c3)cn[nH]4)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(1H-indazol-5-yl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1ccc(cc1O)C(O)=O)=O,5-methylpyridin-2-amine|isocyanocyclohexane|4-formyl-3-hydroxybenzoic acid,Cc1ccc2nc(c3ccc(cc3O)C(O)=O)c(NC3CCCCC3)n2c1,"4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-3-hydroxybenzoicacid",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccccc1C#N)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-formylbenzonitrile|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccccc3C#N)c(NC3CCCCC3)n2c1,"2-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]benzonitrile",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C[Si](C)(C)C#Cc1ccc(C=O)cc1,5-methylpyridin-2-amine|isocyanocyclohexane|4-(2-trimethylsilylethynyl)benzaldehyde,Cc1ccc2nc(c3ccc(C#C[Si](C)(C)C)cc3)c(NC3CCCCC3)n2c1,"N-cyclohexyl-6-methyl-2-[4-(2-trimethylsilylethynyl)phenyl]imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc(cc1)N)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,4-aminobenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(cc3)N)c(NC3CCCCC3)n2c1,"2-(4-aminophenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1cc(c(c(c1)[Cl])O)[Cl])=O,"5-methylpyridin-2-amine|isocyanocyclohexane|3,5-dichloro-4-hydroxybenzaldehyde",Cc1ccc2nc(c3cc(c(c(c3)[Cl])O)[Cl])c(NC3CCCCC3)n2c1,"2,6-dichloro-4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]phenol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.Cc1c2ccccc2sc1C=O,5-methylpyridin-2-amine|isocyanocyclohexane|3-methyl-1-benzothiophene-2-carbaldehyde,Cc1ccc2nc(c(NC3CCCCC3)n2c1)c1c(C)c2ccccc2s1,"N-cyclohexyl-6-methyl-2-(3-methyl-1-benzothiophen-2-yl)imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1ccc2c(cc[nH]2)c1)=O,5-methylpyridin-2-amine|isocyanocyclohexane|1H-indole-5-carbaldehyde,Cc1ccc2nc(c3ccc4c(cc[nH]4)c3)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(1H-indol-5-yl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1cncc2ccccc12)=O,5-methylpyridin-2-amine|isocyanocyclohexane|isoquinoline-4-carbaldehyde,Cc1ccc2nc(c3cncc4ccccc34)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-isoquinolin-4-yl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1cc(cc(c1N)[Br])[Br])=O,"5-methylpyridin-2-amine|isocyanocyclohexane|2-amino-3,5-dibromobenzaldehyde",Cc1ccc2nc(c3cc(cc(c3N)[Br])[Br])c(NC3CCCCC3)n2c1,"2-(2-amino-3,5-dibromophenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1c[nH]c2ccc(cc12)[Br])=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,5-bromo-1H-indole-3-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3c[nH]c4ccc(cc34)[Br])c(NC3CCCCC3)n2c1,"2-(5-bromo-1H-indol-3-yl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccccc1N)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-aminobenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccccc3N)c(NC3CCCCC3)n2c1,"2-(2-aminophenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1nc2ccccc2[nH]1)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,1H-benzimidazole-2-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3nc4ccccc4[nH]3)c(NC3CCCCC3)n2c1,"2-(1H-benzimidazol-2-yl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC(C)c1ccccc1C=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-propan-2-ylbenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,CC(C)c1ccccc1c1c(NC2CCCCC2)n2cc(C)ccc2n1,"N-cyclohexyl-6-methyl-2-(2-propan-2-ylphenyl)imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cccc(c1)c1ccc(cc1)C(F)(F)F)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,3-[4-(trifluoromethyl)phenyl]benzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3cccc(c3)c3ccc(cc3)C(F)(F)F)c(NC3CCCCC3)n2c1,"N-cyclohexyl-6-methyl-2-[3-[4-(trifluoromethyl)phenyl]phenyl]imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.Cc1c(C=O)c2ccccc2n1C,"5-methylpyridin-2-amine|isocyanocyclohexane|1,2-dimethylindole-3-carbaldehyde",Cc1ccc2nc(c3c4ccccc4n(C)c3C)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(1,2-dimethylindol-3-yl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1c(cc(cc1[Cl])[Cl])F)=O,"5-methylpyridin-2-amine|isocyanocyclohexane|2,4-dichloro-6-fluorobenzaldehyde",Cc1ccc2nc(c3c(cc(cc3[Cl])[Cl])F)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(2,4-dichloro-6-fluorophenyl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.Cc1cccc(C=O)c1F,5-methylpyridin-2-amine|isocyanocyclohexane|2-fluoro-3-methylbenzaldehyde,Cc1ccc2nc(c3cccc(C)c3F)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(2-fluoro-3-methylphenyl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.COC(c1c(C=O)c2ccccc2n1S(C)(=O)=O)=O,5-methylpyridin-2-amine|isocyanocyclohexane|methyl 3-formyl-1-methylsulfonylindole-2-carboxylate,Cc1ccc2nc(c3c4ccccc4n(c3C(=O)OC)S(C)(=O)=O)c(NC3CCCCC3)n2c1,"methyl3-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-1-methylsulfonylindole-2-carboxylate",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
COc1cc2cccc(c2cc1C=O)OC.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"3,8-dimethoxynaphthalene-2-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(c3cc4c(cccc4cc3OC)OC)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(3,8-dimethoxynaphthalen-2-yl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
Cn1c2ccccc2nc1C=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,1-methylbenzimidazole-2-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c(NC3CCCCC3)n2c1)c1nc2ccccc2n1C,"N-cyclohexyl-6-methyl-2-(1-methylbenzimidazol-2-yl)imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1c(cc(cc1F)C(F)(F)F)C(F)(F)F)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"2-fluoro-4,6-bis(trifluoromethyl)benzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(c3c(cc(cc3F)C(F)(F)F)C(F)(F)F)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-[2-fluoro-4,6-bis(trifluoromethyl)phenyl]-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc(cc1C(F)(F)F)[Cl])=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,4-chloro-2-(trifluoromethyl)benzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(cc3C(F)(F)F)[Cl])c(NC3CCCCC3)n2c1,"2-[4-chloro-2-(trifluoromethyl)phenyl]-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1c2ccccc2[nH]c1c1ccccc1)=O,5-methylpyridin-2-amine|isocyanocyclohexane|2-phenyl-1H-indole-3-carbaldehyde,Cc1ccc2nc(c3c4ccccc4[nH]c3c3ccccc3)c(NC3CCCCC3)n2c1,"N-cyclohexyl-6-methyl-2-(2-phenyl-1H-indol-3-yl)imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cc2cccnc2[nH]1)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"1H-pyrrolo[2,3-b]pyridine-2-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(c3cc4cccnc4[nH]3)c(NC3CCCCC3)n2c1,"N-cyclohexyl-6-methyl-2-(1H-pyrrolo[2,3-b]pyridin-2-yl)imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1ccc(cc1C(O)=O)[Cl])=O,5-methylpyridin-2-amine|isocyanocyclohexane|5-chloro-2-formylbenzoic acid,Cc1ccc2nc(c3ccc(cc3C(O)=O)[Cl])c(NC3CCCCC3)n2c1,"5-chloro-2-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]benzoicacid",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
Cc1cc(C=O)c(c(c1)[Br])F.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,3-bromo-2-fluoro-5-methylbenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1cc(c(c(c1)[Br])F)c1c(NC2CCCCC2)n2cc(C)ccc2n1,"2-(3-bromo-2-fluoro-5-methylphenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.Cc1cc(c(C=O)cc1[Cl])O,5-methylpyridin-2-amine|isocyanocyclohexane|5-chloro-2-hydroxy-4-methylbenzaldehyde,Cc1ccc2nc(c3cc(c(C)cc3O)[Cl])c(NC3CCCCC3)n2c1,"4-chloro-2-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-5-methylphenol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc2cc(ccc2n1)F)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,6-fluoroquinoline-2-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc4cc(ccc4n3)F)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(6-fluoroquinolin-2-yl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cc2ccc(cc2nc1)O)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,7-hydroxyquinoline-3-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3cc4ccc(cc4nc3)O)c(NC3CCCCC3)n2c1,"3-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]quinolin-7-ol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(C#Cc1ccc(C=O)cc1)O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,4-(3-hydroxyprop-1-ynyl)benzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(C#CCO)cc3)c(NC3CCCCC3)n2c1,"3-[4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]phenyl]prop-2-yn-1-ol",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC(C)(C)OC(n1cc(C=O)c2cc(ccc12)OCc1ccccc1)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,tert-butyl 3-formyl-5-phenylmethoxyindole-1-carboxylate|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3cn(C(=O)OC(C)(C)C)c4ccc(cc34)OCc3ccccc3)c(NC3CCCCC3)n2c1,"tert-butyl3-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]-5-phenylmethoxyindole-1-carboxylate",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1cc2ccccc2cn1)=O,5-methylpyridin-2-amine|isocyanocyclohexane|isoquinoline-3-carbaldehyde,Cc1ccc2nc(c3cc4ccccc4cn3)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-isoquinolin-3-yl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc(C#N)c(c1)[Br])=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,2-bromo-4-formylbenzonitrile|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(C#N)c(c3)[Br])c(NC3CCCCC3)n2c1,"2-bromo-4-[3-(cyclohexylamino)-6-methylimidazo[1,2-a]pyridin-2-yl]benzonitrile",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1c(cccc1[Br])[Br])=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"2,6-dibromobenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(c3c(cccc3[Br])[Br])c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-(2,6-dibromophenyl)-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccnc2ccccc12)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,quinoline-4-carbaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccnc4ccccc34)c(NC3CCCCC3)n2c1,"N-cyclohexyl-6-methyl-2-quinolin-4-ylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1ccc(c(c1)C(F)(F)F)[Br])=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,4-bromo-3-(trifluoromethyl)benzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane,Cc1ccc2nc(c3ccc(c(c3)C(F)(F)F)[Br])c(NC3CCCCC3)n2c1,"2-[4-bromo-3-(trifluoromethyl)phenyl]-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
C(c1cc(c(c(c1)F)[Br])F)=O.CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1,"4-bromo-3,5-difluorobenzaldehyde|5-methylpyridin-2-amine|isocyanocyclohexane",Cc1ccc2nc(c3cc(c(c(c3)F)[Br])F)c(NC3CCCCC3)n2c1,"2-(4-bromo-3,5-difluorophenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1c2ccc(cc2[nH]n1)[Br])=O,5-methylpyridin-2-amine|isocyanocyclohexane|6-bromo-2H-indazole-3-carbaldehyde,Cc1ccc2nc(c3c4ccc(cc4[nH]n3)[Br])c(NC3CCCCC3)n2c1,"2-(6-bromo-1H-indazol-3-yl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.Cc1ccc(C=O)cc1[Cl],5-methylpyridin-2-amine|isocyanocyclohexane|3-chloro-4-methylbenzaldehyde,Cc1ccc2nc(c3ccc(C)c(c3)[Cl])c(NC3CCCCC3)n2c1,"2-(3-chloro-4-methylphenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.Cc1c(C=O)c2cc(ccc2[nH]1)[Cl],5-methylpyridin-2-amine|isocyanocyclohexane|5-chloro-2-methyl-1H-indole-3-carbaldehyde,Cc1ccc2nc(c3c4cc(ccc4[nH]c3C)[Cl])c(NC3CCCCC3)n2c1,"2-(5-chloro-2-methyl-1H-indol-3-yl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.Cc1ccc(cc1)S(n1cc(C=O)c2ccccc12)(=O)=O,5-methylpyridin-2-amine|isocyanocyclohexane|1-(4-methylphenyl)sulfonylindole-3-carbaldehyde,Cc1ccc(cc1)S(n1cc(c2ccccc12)c1c(NC2CCCCC2)n2cc(C)ccc2n1)(=O)=O,"N-cyclohexyl-6-methyl-2-[1-(4-methylphenyl)sulfonylindol-3-yl]imidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.C(c1ccc(cc1F)C(F)(F)F)=O,5-methylpyridin-2-amine|isocyanocyclohexane|2-fluoro-4-(trifluoromethyl)benzaldehyde,Cc1ccc2nc(c3ccc(cc3F)C(F)(F)F)c(NC3CCCCC3)n2c1,"N-cyclohexyl-2-[2-fluoro-4-(trifluoromethyl)phenyl]-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
CC1=CN=C(C=C1)N.[C-]#[N+]C1CCCCC1.Cc1ccc(c(C=O)c1[Cl])F,5-methylpyridin-2-amine|isocyanocyclohexane|2-chloro-6-fluoro-3-methylbenzaldehyde,Cc1ccc2nc(c3c(ccc(C)c3[Cl])F)c(NC3CCCCC3)n2c1,"2-(2-chloro-6-fluoro-3-methylphenyl)-N-cyclohexyl-6-methylimidazo[1,2-a]pyridin-3-amine",,CC(C)O.CC(C)O,O=C(O)C(F)(F)F
